timestamp,media_cpu_percent,media_memory_percent,media_network_receive_bytes,media_network_transmit_bytes
2026-06-03 05:14:17+00:00,0.8774299792734155,18.828457814944954,46.46682970817441,1082.456429671683
2026-06-03 05:19:17+00:00,0.9245061678274168,19.18648251551528,46.46682970817441,1082.3616924971666
2026-06-03 05:24:17+00:00,0.8736287964030254,19.608282075906512,46.46682970817441,1082.295025596581
2026-06-03 05:29:17+00:00,0.9336809343689794,17.595518647057638,46.46650362630307,1082.420763435918
2026-06-03 05:34:17+00:00,0.9277777777636232,17.565471833226255,46.71228070175438,1082.357894736842
2026-06-03 05:39:17+00:00,0.881689719105978,18.620244339297177,46.4663405870836,1082.5678416291817
2026-06-03 05:44:17+00:00,0.8704124108386537,19.335174446876213,46.46682970817441,1082.326604654753
2026-06-03 05:49:17+00:00,0.9266081870648007,17.56144237640449,46.46666666666666,1083.080701754386
2026-06-03 05:54:17+00:00,0.8649677252136883,18.701903022913434,46.46650362630307,1083.038305128754
2026-06-03 05:59:17+00:00,0.9368972974439912,17.940882893786746,46.46650362630307,1083.1961993115815
2026-06-03 06:04:17+00:00,0.919187736961632,18.089525078767178,46.46699275082633,1083.6391834328665
2026-06-03 06:09:17+00:00,0.874561403513141,18.66523994047348,46.46666666666666,1082.4561403508771
2026-06-03 06:14:17+00:00,0.8651492344581015,19.42150929026093,46.46682970817441,1083.2564324787104
2026-06-03 06:19:17+00:00,0.9476608187178216,19.41872349295206,46.46666666666666,1083.477192982456
2026-06-03 06:24:17+00:00,0.8680732213422004,18.16461724015538,46.46682970817442,1082.7476587637152
2026-06-03 06:29:17+00:00,0.9288921481671936,18.223044364070876,46.46682970817442,1082.9757297394028
2026-06-03 06:34:17+00:00,0.9366600936068464,19.448471828500345,46.4663405870836,1083.290643574431
2026-06-03 06:39:17+00:00,0.8839735065453027,18.73314374987719,46.71211679959018,1082.736551801573
2026-06-03 06:44:17+00:00,0.876078797417037,19.50500858995625,46.46650362630306,1083.0067262921882
2026-06-03 06:49:17+00:00,0.9368421052642616,18.71943862204516,46.46666666666666,1083.2070175438596
2026-06-03 06:54:17+00:00,0.8822745103379788,18.231650487900065,46.4663405870836,1082.7748577202967
